,X,Year,Site,Temp,pcnt,Pop,PopWt,PopSE,Species,BMpcnt,pcntSE
2451,2451,2006,C19,16.15555556,0.285714286,0,1.00E-04,3.233557437,Species9,0.443121866,0.120736322
2453,2453,2006,C31,15.43888889,0.555555556,-0.152430792,0.8,0.653025498,Species9,0.226829526,0.165634665
2455,2455,2011,C66,15.20833333,0.5,-0.81333379,2.8,0.960173533,Species9,-1.079174849,0.353553391
2456,2456,2011,C78,15.74166667,0,-0.506976689,1,2.465435163,Species9,-3.178074433,0.3
2458,2458,2011,C49,15.38333333,0.384615385,-0.160701298,0.6,0.872264045,Species9,0.40641036,0.134932003
2459,2459,2011,C20,15.38333333,1,-0.259425972,0.642857143,1.026133713,Species9,1.205179588,0
2462,2462,2011,C01,15.38333333,0,-0.447210932,1.230769231,0.882994109,Species9,1.1416451,0.212132034
2465,2465,2011,C30,15.98333333,0.3,-1.75992992,5,2.068055613,Species9,-1.452413872,0.144913767
2466,2466,2011,C06,15.30833333,0.607142857,0.099204608,1,0.441444947,Species9,-0.360890212,0.092296186
2467,2467,2011,C24,15.53055556,0.666666667,0.116235048,0.083333333,4.675162558,Species9,-0.997803584,0.19245009
2468,2468,2011,C36,15.74166667,0.75,3.745314466,2,0.675528274,Species9,0.331832277,0.125
2470,2470,2011,C04,15.74166667,0,-0.688914954,1,2.933480304,Species9,-0.192969615,0.3
2471,2471,2011,C47,15.29166667,0.5,-0.367496576,0.554945055,2.680571142,Species9,0.562815091,0.353553391
2472,2472,2011,C69,15.70833333,0.5,-0.600315495,1.089285714,2.324041768,Species9,-0.35056887,0.158113883
2473,2473,2011,C56,15.84166667,0.411764706,-0.335436504,1.533333333,0.683447551,Species9,-0.814020085,0.119364625
2474,2474,2011,C27,16.36388889,0.428571429,0.506884705,6,0.443495847,Species9,-0.640988292,0.187043906
2475,2475,2011,C13,15.53055556,0,1.077045958,0.666666667,2.603324348,Species9,-2.572149716,0.212132034
2476,2476,2011,C73,15.32777778,0.75,0.949323497,1.083333333,2.380186472,Species9,0.917208243,0.216506351
2478,2478,2011,C43,15.30833333,0.4,-5.303304908,2,0.545994874,Species9,0.835681664,0.219089023
2479,2479,2011,C02,15.70833333,0.5,0,1.00E-04,0.824521319,Species9,-0.009732881,0.353553391
2481,2481,2011,C31,15.57222222,0.384615385,0.038864341,0.25,0.607568705,Species9,-0.376196044,0.134932003
2483,2483,2011,C09,15.38333333,0,0,1.00E-04,4.123056138,Species9,1.985054525,0.3
2485,2485,2011,C19,15.74166667,0.4,3.233557437,1,1.953399651,Species9,0.233353695,0.219089023
2486,2486,2011,C58,15.43333333,0.6,1.861280132,3.696969697,2.486950189,Species9,0.381354137,0.219089023
2487,2487,2012,C66,14.31111111,0,0.651878624,2.05,0.883457684,Species9,2.752779985,0.15
2489,2489,2012,C01,14.49444444,0,-0.032842768,0.070512821,1.222571349,Species9,-1.28405508,0.173205081
2490,2490,2012,C20,14.49444444,0.4,-0.103948856,0.214285714,1.223247922,Species9,-0.083189311,0.219089023
2491,2491,2012,C49,14.49444444,0.538461538,-1.195133856,2.4,2.145229721,Species9,0.856306888,0.138264159
2492,2492,2012,C82,14.36111111,0,-0.954969766,3.222222222,0.980529467,Species9,-1.002776737,0.212132034
2493,2493,2012,C06,14.22222222,0.612903226,-0.088829395,0.9,0.449255108,Species9,0.270568586,0.087483245
2494,2494,2012,C04,14.68055556,0.333333333,-0.684736087,0.5,2.731455115,Species9,-0.161559473,0.272165527
2495,2495,2012,C47,14.03611111,0.5,-0.081184678,0.097435897,3.993370893,Species9,-2.39350589,0.353553391
2497,2497,2012,C56,14.94166667,0.444444444,0.050678739,0.2,0.793849946,Species9,-0.455506398,0.165634665
2501,2501,2012,C31,14.63333333,0.3,-0.079300409,0.5,0.594537044,Species9,0.087645533,0.144913767
2503,2503,2012,C69,14.68055556,0.4,0,1.00E-04,3.299052303,Species9,0.713947836,0.126491106
2504,2504,2012,C78,14.68055556,0,-1.079586745,1,2.465435163,Species9,-0.517531405,0.3
2506,2506,2012,C36,14.68055556,0,0.397557862,1,1.120799989,Species9,1.411423105,0.212132034
2507,2507,2012,C58,14.36111111,0.444444444,-0.776405291,2.363636364,0.967032754,Species9,1.526615616,0.165634665
2508,2508,2012,C19,14.68055556,0.4,1.071982834,2,2.152770135,Species9,-0.990953487,0.219089023
2509,2509,2012,C27,15.73055556,0.5,-0.506884705,6,0.446069901,Species9,-0.777231376,0.25
2510,2510,2012,C02,14.68055556,0.5,-1.365614559,3,2.283004586,Species9,-1.667550033,0.25
2514,2514,2012,C46,13.91388889,0,5.59502771,3.5,0.456195938,Species9,1.963628893,0.3
2516,2516,2005,C19,15.78055556,0.555555556,0,1.00E-04,3.233557437,Species9,0.172322729,0.117121395
2519,2519,2005,C20,15.78055556,0,0,1.00E-04,1.080547495,Species9,-1.195212126,0.173205081
2520,2520,2005,C32,16.375,0.375,-0.271120919,1.571428571,0.630274885,Species9,-0.537270727,0.171163299
2523,2523,2005,C31,15.62777778,0.777777778,0.284245249,1.4,0.730880722,Species9,2.797683937,0.138579903
2524,2524,2005,C61,16.375,1,-0.152610371,0.8,0.690891737,Species9,-0.031790863,0
2525,2525,2005,C56,16.38888889,0.733333333,0.192384749,1,0.652439445,Species9,0.128977724,0.114179845
2527,2527,2005,C24,15.42777778,0,-1.080136013,0.666666667,2.681818416,Species9,2.314445756,0.3
2530,2530,2005,C53,16.475,0.4,1.057446514,0.666666667,2.272613575,Species9,-0.314396093,0.219089023
2531,2531,2005,C09,15.78055556,0,0.432693355,1.2,1.05251882,Species9,0.878524155,0.3
2532,2532,2005,C30,16.26944444,0.25,-0.116707882,0.5,0.738731006,Species9,-1.495398662,0.216506351
2535,2535,2005,C02,15.88055556,0.6,4.101087454,1.666666667,2.340744645,Species9,-0.400526458,0.154919334
2536,2536,2005,C55,16.375,0.5,-3.695996922,0.666666667,2.388961146,Species9,2.548589006,0.204124145
2538,2538,2005,C60,17.025,0,0.086010277,0.5,0.611362662,Species9,-0.609650579,0.212132034
2539,2539,2005,C11,15.88055556,1,3.875819957,4,0.535575304,Species9,0.42297773,0
2543,2543,2007,C31,16.19722222,0.357142857,0.134600054,0.7,0.669735872,Species9,-2.257760887,0.128060208
2544,2544,2007,C56,16.86944444,0.666666667,0,1.00E-04,0.632575018,Species9,-1.627509122,0.121716124
2545,2545,2007,C53,17.07222222,0.333333333,-0.506569475,1.333333333,0.997202333,Species9,0.478729189,0.272165527
2546,2546,2007,C30,16.74444444,0.428571429,-0.09460521,0.5,0.622685085,Species9,0.434552154,0.187043906
2548,2548,2007,C46,15.76944444,0,-0.401160087,0.5,2.720748111,Species9,3.495034537,0.106066017
2549,2549,2007,C32,16.93888889,0.2,0.401685371,2,0.652227867,Species9,2.163664119,0.178885438
2551,2551,2007,C09,16.66666667,1,-0.535106054,1.25,2.262898172,Species9,-1.147386798,0
2553,2553,2007,C13,16.56111111,0.666666667,-0.284953282,0.333333333,4.86280763,Species9,-2.662196528,0.272165527
2555,2555,2007,C69,16.87222222,0.25,0.147161816,0.666666667,0.70535454,Species9,1.064705141,0.216506351
2560,2560,2007,C02,16.87222222,0.25,0.220372973,0.5,1.025910423,Species9,-1.394160784,0.216506351
2562,2562,2009,C78,15.65,0,0.685952905,1,2.808411615,Species9,0.003567112,0.134164079
2563,2563,2009,C31,15.63055556,0.375,0.125633457,0.833333333,0.544799144,Species9,-1.08544548,0.171163299
2565,2565,2009,C47,14.85,0.333333333,-0.229791639,0.5,1.252635235,Species9,-1.663381804,0.272165527
2567,2567,2009,C46,14.61944444,0,1.089983632,2,2.720748111,Species9,3.979893479,0.113389342
2568,2568,2009,C09,15.57777778,0.5,0,1.00E-04,4.123056138,Species9,2.179895434,0.176776695
2571,2571,2009,C02,15.68333333,0.6,0,1.00E-04,0.562851653,Species9,-0.227709931,0.154919334
2572,2572,2009,C53,16.08611111,0.5,0.064006362,0.166666667,1.002487484,Species9,-0.591140366,0.353553391
2573,2573,2009,C69,15.68333333,0.684210526,0.098943716,0.333333333,0.878695921,Species9,0.951312572,0.106639205
2574,2574,2009,C30,16.04722222,0,0.19910477,1,0.654018294,Species9,0.042404782,0.113389342
2575,2575,2009,C13,15.58055556,0.6,-0.401825064,0.5,3.292367123,Species9,-0.356767632,0.219089023
2577,2577,2009,C24,15.58055556,0,-0.400813937,0.333333333,4.675162558,Species9,-0.729775067,0.212132034
2579,2579,2009,C56,16.00555556,0.611111111,0.199248376,1.333333333,0.602992115,Species9,-0.525360337,0.114904386
2582,2582,2008,C31,15.71944444,0.470588235,0.113273054,0.666666667,0.653025498,Species9,0.781151543,0.121057825
2583,2583,2008,C53,16.76666667,0.333333333,0.221017741,0.5,1.22745726,Species9,-2.515365809,0.272165527
2584,2584,2008,C30,16.22777778,0.6,-0.10449956,0.5,0.730096146,Species9,-0.566080112,0.219089023
2585,2585,2008,C56,16.56388889,0.785714286,0.056698684,0.333333333,0.623250636,Species9,-0.367662309,0.109664211
2587,2587,2008,C46,15.64166667,0,0,1.00E-04,4.351512589,Species9,-0.890189091,0.212132034
2588,2588,2008,C32,16.62777778,0.444444444,-0.864921267,3.5,0.786891025,Species9,-1.503050099,0.165634665
2590,2590,2008,C09,16.38055556,0.5,-0.332751593,0.5,2.605406545,Species9,-1.679679758,0.25
2596,2596,2008,C69,16.63055556,0.789473684,-0.41872402,1.666666667,0.878695921,Species9,-0.833291761,0.09352877
2597,2597,2008,C02,16.63055556,0.25,1.022459623,4.5,0.82721497,Species9,-0.351868861,0.125
2598,2598,2008,C13,16.38888889,0.333333333,0.401825064,0.5,2.805142732,Species9,-2.17590899,0.272165527
2601,2601,2013,C49,14.68055556,0.545454545,1.071583616,2,2.145229721,Species9,1.153676563,0.150131423
2602,2602,2013,C20,14.68055556,0.4,-0.128718944,0.236263736,1.334134081,Species9,-0.26150864,0.219089023
2603,2603,2013,C01,14.68055556,0,-0.040258193,0.083333333,1.079911503,Species9,-0.418559845,0.212132034
2604,2604,2013,C06,13.53055556,0.3,0.48199061,6,0.425230533,Species9,-0.484452521,0.144913767
2605,2605,2013,C36,15.06666667,0.5,-1.06735167,2,2.071436164,Species9,-1.427581141,0.25
2607,2607,2013,C47,13.64166667,0,-0.055228723,0.061904762,3.993370893,Species9,7.495845298,0.3
2610,2610,2013,C56,15.01666667,0.5,0.138237284,0.6,0.791937118,Species9,-0.583070087,0.204124145
2613,2613,2013,C02,14.9,0.533333333,0.39632684,0.5,2.680448781,Species9,0.127916678,0.128812238
2614,2614,2013,C04,15.06666667,0,0.684736087,0.5,3.075912593,Species9,-0.828179783,0.212132034
2615,2615,2013,C31,14.26388889,0.416666667,0.264368466,1.833333333,0.57698705,Species9,0.616055523,0.142318761
2618,2618,2013,C69,14.9,0.533333333,1.231866415,3.214285714,2.129045433,Species9,0.036465751,0.128812238
2620,2620,2013,C73,14.42777778,0,-1.348645446,1,2.380186472,Species9,-0.950926913,0.3
2622,2622,2013,C13,14.11111111,0,0.687682133,1,2.947165415,Species9,1.296607709,0.212132034
2624,2624,2013,C66,14.09444444,0,0.056764559,0.25,0.763604078,Species9,3.006763023,0.3
2625,2625,2013,C17,15.45277778,0.111111111,-0.677825464,1,2.424319454,Species9,0.280406971,0.10475656
2626,2626,2013,C79,15.20277778,0,-1.085918183,4,0.823633522,Species9,-0.730023265,0.212132034
2627,2627,2013,C19,15.06666667,0.333333333,-1.071982834,2,2.152770135,Species9,0.530271445,0.19245009
2628,2628,2013,C37,14.325,1,-0.490978621,2,0.803082222,Species9,-2.280228325,0
2630,2630,2013,C58,13.85,0.3,-0.239277619,0.428571429,2.506832899,Species9,1.703342173,0.144913767
2631,2631,2013,C82,13.85,0.222222222,0.316332263,0.75,1.030033932,Species9,0.52796584,0.138579903
2632,2632,2013,C24,14.11111111,0,0.467197266,0.75,3.026055554,Species9,-0.227708756,0.3
2633,2633,2013,C18,15.45277778,0,-0.285040063,1,0.7454371,Species9,-2.517022327,0.3
2671,2671,1998,C25,15.32372881,0.640625,-0.068235241,0.5,0.523788067,Species10,0.610603717,0.059977158
2673,2673,1998,C23,15.6,0.452380952,0.091548219,3,0.242482902,Species10,-0.161449909,0.076800984
2674,2674,1998,C08,15.31355932,0.782608696,-0.127721551,1.361111111,0.428390987,Species10,-0.214013765,0.060815531
2675,2675,1998,C02,15.30677966,1,0.550255345,1.5,1.076923407,Species10,-0.032727375,0
2676,2676,1998,C06,14.74745763,0.2,-4.80752777,0.285714286,3.027219673,Species10,6.816746007,0.178885438
2677,2677,1998,C32,15.31355932,0.5,-0.011208234,0.142857143,0.401921397,Species10,0.461055342,0.25
2678,2678,1998,C19,15.07457627,0.769230769,-0.211149519,4.5,0.313561124,Species10,-0.355929054,0.04131432
2679,2679,1998,C07,14.64067797,0.296296296,0,1.00E-04,0,Species10,1.144898773,0.087877187
2680,2680,1998,C09,15.03389831,0,0,1.00E-04,0,Species10,0.438125785,0.3
2681,2681,1998,C39,14.74745763,0.5,-4.203334846,0.166666667,0,Species10,1.507019312,0.353553391
2682,2682,1998,C26,14.97457627,0,-3.226587945,1,1.949844596,Species10,-2.997194358,0.09486833
2686,2686,1998,C04,15.07457627,1,-3.478014858,1,2.077803688,Species10,6.881761695,0
2687,2687,1998,C24,15.2779661,0,0.398339416,0.5,2.606937937,Species10,2.310379179,0.3
2692,2692,1997,C25,14.89322034,0.475,0.750086316,4,0.697887098,Species10,0.421760851,0.078958058
2694,2694,1997,C07,14.4779661,0.4,-4.06775659,1.5,2.376154535,Species10,1.960670567,0.109544512
2695,2695,1997,C09,14.72711864,1,-4.336421422,1.5,2.51150274,Species10,-2.739702939,0
2696,2696,1997,C30,14.99661017,0.545454545,0.543946255,3,0.631953452,Species10,2.532116509,0.150131423
2698,2698,1997,C11,14.88983051,0.632653061,3.983162356,61.33333333,1.305680075,Species10,0.493411838,0.068868874
2699,2699,1997,C23,15.18135593,0.282608696,0.228811899,6.4,0.265769019,Species10,-0.071740232,0.066388354
2701,2701,1997,C08,14.94915254,0.363636364,-0.004394877,0.05,0.424777684,Species10,0.105573635,0.102559286
2705,2705,1997,C19,14.74067797,0.573170732,0.381619196,7.5,0.325439384,Species10,0.849271118,0.054621318
2706,2706,1997,C32,14.94915254,0.5,0.213518234,2.464285714,0.445329051,Species10,-1.443651655,0.353553391
2707,2707,1997,C24,14.8559322,0,-0.682439511,1,2.606937937,Species10,4.202795162,0.3
2709,2709,1997,C02,14.88983051,0.75,-0.398192349,1,1.139312463,Species10,-2.47629942,0.216506351
2711,2711,1997,C37,15.02372881,0.1,0.313643934,13,0.223213628,Species10,-0.633642391,0.09486833
2712,2712,1997,C16,14.99661017,0,-1.322030905,1.5,2.104567804,Species10,4.479264834,0.1
2714,2714,2003,C08,16.20169492,0.538461538,-0.051735489,0.722222222,0.384121698,Species10,0.296407347,0.138264159
2715,2715,2003,C19,15.86101695,0.511627907,-0.328603331,2,0.635006392,Species10,-0.3631993,0.076228663
2716,2716,2003,C46,14.81694915,0,0,1.00E-04,0,Species10,6.89801743,0.173205081
2718,2718,2003,C48,16.3559322,0.333333333,1.167791283,6.875,0.765542299,Species10,-0.29436895,0.19245009
2719,2719,2003,C02,15.83898305,0,1.361803341,4,2.113416873,Species10,1.97031683,0.212132034
2720,2720,2003,C56,16.28474576,0.363636364,0.211232524,0.833333333,0.81286153,Species10,-0.845313421,0.145040734
2722,2722,2003,C09,15.80847458,0,0.267853531,0.357142857,3.937476642,Species10,1.782966383,0.3
2723,2723,2003,C30,16.21016949,0.1,-0.157552152,2.5,0.364995855,Species10,-0.179837235,0.067082039
2725,2725,2003,C13,15.79152542,1,1.22900956,1.666666667,2.446797613,Species10,-4.776588772,0
2727,2727,2003,C11,15.83898305,0,-3.233676152,4,0.523366139,Species10,0.109818683,0.212132034
2730,2730,2003,C53,16.15423729,0,0.727635665,3.833333333,0.698905497,Species10,0.315506415,0.173205081
2731,2731,2003,C24,15.79152542,0,0.282342569,0.333333333,2.609593203,Species10,-1.207244221,0.212132034
2733,2733,2003,C31,15.75762712,0.25,0.267766591,1.666666667,0.580389657,Species10,0.165933597,0.125
2735,2735,2003,C55,16.20169492,0.779220779,0.353459605,3,0.501064993,Species10,1.847672296,0.047267649
2737,2737,2003,C32,16.20169492,0,-0.007979356,0.125,0.368013484,Species10,6.917000033,0.3
2739,2739,1999,C08,15.12542373,0.519230769,-0.161373857,1.488888889,0.483304328,Species10,0.262587918,0.06928622
2740,2740,1999,C06,14.58474576,0.285714286,0,1.00E-04,0,Species10,-0.441451228,0.170746944
2741,2741,1999,C25,15.11864407,0.683333333,0.353261079,3,0.52832598,Species10,1.073819016,0.060053988
2742,2742,1999,C19,14.87966102,0.724637681,-2.819899141,18,1.385482397,Species10,-0.105111055,0.053775959
2743,2743,1999,C02,14.78135593,0.25,0.686857852,3.5,0.743512304,Species10,0.947836369,0.216506351
2744,2744,1999,C48,15.18983051,0.846153846,-0.028279229,0.285714286,0.463603579,Species10,0.607000693,0.100068252
2745,2745,1999,C46,14.00847458,0,4.359179905,0.333333333,2.724614863,Species10,1.198815094,0.3
2746,2746,1999,C04,14.87966102,1,3.478014858,1,2.077803688,Species10,3.297657641,0
2747,2747,1999,C32,15.12542373,0.75,-0.303889107,3.321428571,0.422734614,Species10,-1.724073377,0.153093109
2748,2748,1999,C09,14.89830508,0,0,1.00E-04,0,Species10,2.849942768,0.3
2749,2749,1999,C30,15.31694915,0.076923077,0.084788315,0.5,0.609394138,Species10,0.564433993,0.073905302
2752,2752,1999,C07,14.55084746,0.523809524,4.351150546,2,0.540748064,Species10,1.631956036,0.108985169
2753,2753,1999,C14,14.77627119,0.166666667,0.275689665,1.430555556,0.664338849,Species10,0.606481469,0.152145155
2759,2759,1999,C47,14.16101695,0.666666667,0.831941275,0.904761905,2.099199939,Species10,-3.901359383,0.272165527
2763,2763,2000,C06,14.3559322,0,5.363636833,0.5,3.027219673,Species10,-8.665959504,0.3
2766,2766,2000,C14,14.51186441,0.5,-0.609119322,2.708333333,0.682320774,Species10,-1.266604115,0.204124145
2767,2767,2000,C09,14.8,0,5.30904002,4,0.546013779,Species10,4.266783269,0.3
2768,2768,2000,C31,14.86949153,1,0,1.00E-04,0.677711839,Species10,-0.503265917,0
2769,2769,2000,C30,15.21525424,0.066666667,0.50098501,4,0.533116243,Species10,1.070392375,0.064406119
2770,2770,2000,C24,14.65254237,0,0.401870254,1,1.137344841,Species10,3.788412594,0.3
2771,2771,2000,C08,15.01186441,0.766666667,-0.689011358,4.233333333,0.681266068,Species10,0.204544063,0.077220224
2772,2772,2000,C32,15.01186441,0.857142857,-0.73095244,4.85,0.611180074,Species10,-1.322783826,0.132260014
2775,2775,2000,C13,14.65254237,0,0.401724897,1,1.049690676,Species10,1.958039084,0.212132034
2778,2778,2000,C28,15.12033898,0,-0.174589785,0.301587302,2.389213446,Species10,-1.921509013,0.173205081
2779,2779,2000,C26,15.06101695,0,0.892186934,1.5,2.149191009,Species10,-5.416650669,0.090453403
2782,2782,2001,C48,15.82711864,0.571428571,0.305581395,2.825,0.466110491,Species10,0.799743708,0.132260014
2783,2783,2001,C46,14.20338983,0,0,1.00E-04,0,Species10,5.369790888,0.173205081
2785,2785,2001,C09,15.25423729,0.666666667,-1.371563377,3,2.453430929,Species10,1.483328448,0.272165527
2786,2786,2001,C31,15.43728814,0.5,0.085598278,0.5,0.628898327,Species10,-2.1255152,0.353553391
2788,2788,2001,C24,15.19661017,0,-1.084309764,2,2.466653309,Species10,-3.123026383,0.3
2789,2789,2001,C30,15.66949153,0.083333333,0.25893521,3,0.416846384,Species10,-1.455753797,0.079785592
2795,2795,2001,C08,15.73389831,0,0.930965314,6.560606061,0.615743481,Species10,-0.543464481,0.134164079
2797,2797,2001,C32,15.73389831,1,1.015877389,7.933333333,0.565455929,Species10,-4.803394384,0
2798,2798,2001,C14,15.10677966,0,0.915072199,4.833333333,0.781694,Species10,0.967370182,0.15
2802,2802,2004,C19,14.16101695,0.585365854,0.679335693,5,0.574373735,Species10,-0.044185091,0.054405061
2804,2804,2004,C48,14.6,0.571428571,0.272434642,3.125,0.401887571,Species10,0.22286755,0.093521953
2805,2805,2004,C46,13.61016949,0,0,1.00E-04,0,Species10,1.169764006,0.15
2806,2806,2004,C56,14.55932203,0.571428571,0,1.00E-04,0.686922925,Species10,-0.334484253,0.083648578
2809,2809,2004,C02,14.42372881,0.5,-2.655724382,5,1.745476089,Species10,-4.967793795,0.25
2811,2811,2004,C60,14.80338983,0.379310345,-0.359444285,5.5,0.384841159,Species10,-1.723642132,0.090102242
2812,2812,2004,C09,14.45932203,0.333333333,0,1.00E-04,3.937476642,Species10,4.844359293,0.272165527
2813,2813,2004,C30,14.55254237,0.1,-0.18710314,2.5,0.380207794,Species10,-1.583572779,0.067082039
2815,2815,2004,C61,14.60847458,0.828571429,-0.154263529,1.944444444,0.413194683,Species10,0.357271114,0.045046138
2816,2816,2004,C32,14.60847458,0.586206897,-0.153050989,2.214285714,0.360741532,Species10,-0.951399675,0.091457239
2817,2817,2004,C53,14.53898305,0.333333333,-0.445689746,2.666666667,0.540363076,Species10,-0.184264804,0.15713484
2818,2818,2004,C24,14.41016949,0,-0.282342569,0.333333333,3.848996854,Species10,-2.197894619,0.173205081
2819,2819,2004,C55,14.60847458,0.821138211,-0.28518036,2.5,0.5085375,Species10,2.286627026,0.034555276
2822,2822,2004,C13,14.41016949,0.5,-0.332633571,0.666666667,2.245935165,Species10,0.396805938,0.353553391
2825,2825,2004,C31,14.29661017,0.285714286,-0.028594596,0.2,0.542033057,Species10,-0.800613203,0.120736322
2827,2827,1995,C06,13.32881356,0,-4.454347296,0.2,3.027219673,Species10,-1.162294074,0.173205081
2828,2828,1995,C07,13.30169492,0.083333333,-1.000038373,1.19047619,2.175575273,Species10,1.416002381,0.079785592
2829,2829,1995,C08,14.11355932,0.470588235,-0.213511599,1.392857143,0.579548213,Species10,-0.628930577,0.121057825
2833,2833,1995,C04,13.97457627,0,0,1.00E-04,0,Species10,0.165900854,0.173205081
2836,2836,1994,C09,14.58644068,0,0.805445956,2.5,1.142440846,Species10,1.960466255,0.173205081
2837,2837,1996,C09,13.55254237,0.5,1.072782247,1,2.310413659,Species10,-0.335911551,0.353553391
2838,2838,1996,C30,13.76440678,0.25,-0.215861647,1,0.678793635,Species10,-2.268611329,0.216506351
2840,2840,1996,C08,13.93898305,0.052631579,0.66701346,5.55,0.532878963,Species10,-1.426878513,0.051227817
2841,2841,1996,C11,13.68135593,0,1.959135164,1,1.289592237,Species10,0.962247672,0.106066017
2842,2842,1996,C16,13.76440678,0,1.322030905,1.5,2.104567804,Species10,5.368155724,0.090453403
2844,2844,1996,C10,14.01355932,0,0.437698422,5,0.452949817,Species10,-0.80659462,0.090453403
2845,2845,1996,C26,13.87118644,0.333333333,3.226587945,1,1.949844596,Species10,0.592102243,0.15713484
2847,2847,1996,C06,12.88305085,0,0,1.00E-04,0,Species10,-2.478834498,0.134164079
2848,2848,1996,C04,13.68983051,0,3.478014858,1,2.077803688,Species10,1.860950681,0.173205081
2849,2849,1996,C02,13.68135593,0,4.226833745,3,0.787401208,Species10,1.582572183,0.3
2851,2851,1996,C31,13.44915254,0,1.340685207,4.5,1.587232031,Species10,3.751886293,0.3
2852,2852,1996,C19,13.68983051,0.461538462,0.168282264,2.5,0.3878126,Species10,-0.806505999,0.097767525
2854,2854,1996,C24,13.64915254,1,0,1.00E-04,1.227249658,Species10,-4.929162408,0
2855,2855,2012,C09,15.33220339,0.260869565,0.056771153,0.166666667,1.039768549,Species10,0.012932717,0.064743077
2858,2858,2012,C56,15.48983051,0.230769231,0.242547816,1,0.789009847,Species10,0.647109723,0.067466001
2859,2859,2012,C20,15.33220339,0,-0.866820619,7.449404762,0.521746641,Species10,1.953662085,0.3
2860,2860,2012,C49,15.33220339,0.5625,-0.534836922,5.714285714,0.462398619,Species10,1.07909449,0.087695095
2861,2861,2012,C13,15.16779661,1,0.285806708,1,0.938682355,Species10,1.476621999,0
2862,2862,2012,C66,14.95084746,0,-0.285114983,0.5,2.432543307,Species10,-0.52752087,0.173205081
2863,2863,2012,C19,15.36949153,0.5,0.965641591,23,0.31210832,Species10,-0.708553734,0.045267873
2864,2864,2012,C02,15.34915254,0.363636364,-0.449688252,4,0.50229167,Species10,-0.072020525,0.102559286
2865,2865,2012,C06,14.63389831,0.305555556,0,1.00E-04,6.054439346,Species10,0.014971452,0.076773722
2867,2867,2012,C46,14.21525424,0,6.140224785,2,0.547870881,Species10,-2.127749582,0.3
2869,2869,2012,C47,14.60508475,0.333333333,0.061326824,0.243055556,0.798872984,Species10,-0.528161561,0.121716124
2871,2871,2012,C01,15.33220339,0.666666667,-0.89204225,7.939849624,0.520087941,Species10,0.499155725,0.19245009
2872,2872,2012,C31,14.9779661,0.527777778,-0.130572816,2.133333333,0.344610114,Species10,-1.280981167,0.083204633
2873,2873,2012,C27,16.04745763,0.5,-0.117109827,4,0.249713743,Species10,-1.611497756,0.083333333
2874,2874,2012,C36,15.36949153,0.295454545,0.230990344,7.666666667,0.241443954,Species10,-0.564812173,0.068781795
2875,2875,2012,C58,14.78135593,0.222222222,-5.884402027,3.888888889,0.54750415,Species10,0.825859977,0.097990789
2877,2877,2012,C73,14.88474576,0.333333333,0.081545464,0.375,0.740701501,Species10,0.712328853,0.136082763
2881,2881,2012,C78,15.36949153,0.076923077,-0.221188678,1.5,0.576316974,Species10,0.380966276,0.05225894
2882,2882,2012,C82,14.78135593,1,-6.078256406,4.285714286,0.547670486,Species10,-4.113850281,0
2883,2883,2012,C04,15.36949153,0.4375,0.094734555,0.5,0.623100722,Species10,0.151409005,0.124019593
2886,2886,2012,C24,15.16779661,0.2,0.432542827,1.5,0.88692456,Species10,2.205957443,0.126491106
2888,2888,2012,C69,15.34915254,0.625,0.047602324,0.2,0.676526905,Species10,0.62916152,0.098821177
2927,2927,2013,C73,13.55084746,0,-0.45482802,1.75,0.821219142,Species10,-0.322545766,0.15
2928,2928,2013,C78,14.00677966,0.333333333,-0.08612406,0.5,0.620315928,Species10,1.411805773,0.15713484
2929,2929,2013,C17,14.30677966,0.565656566,0.221880654,6,0.270972017,Species10,0.243216776,0.049816757
2933,2933,2013,C56,13.96949153,0.304347826,0.327628091,1.8,0.669411727,Species10,1.843553996,0.095943876
2934,2934,2013,C49,13.75084746,0.473684211,-0.284366822,2,0.542138275,Species10,-0.402384258,0.114548882
2935,2935,2013,C19,14.00677966,0.363636364,-0.473114983,14,0.271817524,Species10,0.642342398,0.054820244
2936,2936,2013,C79,14.12372881,0.48,-1.273406665,21,0.402858602,Species10,0.864067285,0.070654087
2937,2937,2013,C02,13.83050847,0.5,-0.153099708,1,0.545324322,Species10,-0.131251817,0.133630621
2939,2939,2013,C66,13.14915254,0,0.285114983,0.5,2.633989014,Species10,0.985215427,0.3
2941,2941,2013,C18,14.30677966,0,-0.106115093,3.5,0.249454752,Species10,-2.180527205,0.075
2943,2943,2013,C09,13.75084746,0.125,0.104701828,0.333333333,0.887689117,Species10,0.253167247,0.067507716
2944,2944,2013,C74,13.83050847,0,-0.727536931,5.5,0.518050503,Species10,2.561423554,0.3
2945,2945,2013,C20,13.75084746,1,1.159628684,11.82083333,0.522153683,Species10,-1.154912549,0
2946,2946,2013,C01,13.75084746,0.625,0.995401165,9.404761905,0.493254497,Species10,1.020620143,0.171163299
2949,2949,2013,C47,12.81694915,0.4,-0.13871449,0.529239766,0.796423585,Species10,-0.959668096,0.154919334
2951,2951,2013,C06,12.79830508,0.157894737,1.095484843,1,3.373206064,Species10,-0.914547241,0.083654675
2953,2953,2013,C82,13.16101695,0.136363636,5.137390307,1.666666667,2.861281669,Species10,-0.339837964,0.073165005
